MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20240409,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,22021,Caldwell Parish,LA,0.66,99.34,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,22021,Caldwell Parish,LA,0.66,99.34,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,22021,Caldwell Parish,LA,0.66,99.34,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,22021,Caldwell Parish,LA,0.00,100.00,70.58,0.00,0.00,0.00,2024-02-13,2024-02-19,1
20240206,22021,Caldwell Parish,LA,0.00,100.00,100.00,92.06,0.00,0.00,2024-02-06,2024-02-12,1
20240130,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,90.41,0.00,2024-01-30,2024-02-05,1
20240123,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,90.17,2024-01-23,2024-01-29,1
20240116,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,90.17,2024-01-16,2024-01-22,1
20240109,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,90.17,2024-01-09,2024-01-15,1
20240102,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,90.17,2024-01-02,2024-01-08,1
20231226,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,84.20,2023-12-26,2024-01-01,1
20231219,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,84.20,2023-12-19,2023-12-25,1
20231212,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,84.20,2023-12-12,2023-12-18,1
20231205,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,95.53,2023-12-05,2023-12-11,1
20231128,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,95.53,2023-11-28,2023-12-04,1
20231121,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,95.53,2023-11-21,2023-11-27,1
20231114,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,95.53,2023-11-14,2023-11-20,1
20231107,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,95.46,2023-11-07,2023-11-13,1
20231031,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,95.46,2023-10-31,2023-11-06,1
20231024,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,95.46,2023-10-24,2023-10-30,1
20231017,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,70.29,2023-10-17,2023-10-23,1
20231010,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,70.29,2023-10-10,2023-10-16,1
20231003,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,63.25,2023-10-03,2023-10-09,1
20230926,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,63.25,2023-09-26,2023-10-02,1
20230919,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,63.25,2023-09-19,2023-09-25,1
20230912,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,99.94,0.00,2023-09-12,2023-09-18,1
20230905,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,99.94,0.00,2023-09-05,2023-09-11,1
20230829,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,97.09,0.00,2023-08-29,2023-09-04,1
20230822,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2023-07-25,2023-07-31,1
20230718,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2023-07-18,2023-07-24,1
20230711,22021,Caldwell Parish,LA,7.41,92.59,0.00,0.00,0.00,0.00,2023-07-11,2023-07-17,1
20230704,22021,Caldwell Parish,LA,10.90,89.10,0.00,0.00,0.00,0.00,2023-07-04,2023-07-10,1
20230627,22021,Caldwell Parish,LA,15.31,84.69,0.00,0.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-13,2023-06-19,1
20230606,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-06,2023-06-12,1
20230530,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-30,2023-06-05,1
20230523,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-23,2023-05-29,1
20230516,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-16,2023-05-22,1
20230509,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-09,2023-05-15,1
20230502,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-02,2023-05-08,1
20230425,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1
20230418,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-18,2023-04-24,1
20230411,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-11,2023-04-17,1
20230404,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-04,2023-04-10,1
20230328,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-28,2023-04-03,1
20230321,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-21,2023-03-27,1
20230314,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-14,2023-03-20,1
20230307,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-07,2023-03-13,1
20230228,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-28,2023-03-06,1
20230221,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-21,2023-02-27,1
20230214,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-14,2023-02-20,1
20230207,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-07,2023-02-13,1
20230131,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-31,2023-02-06,1
20230124,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-24,2023-01-30,1
20230117,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-17,2023-01-23,1
20230110,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-10,2023-01-16,1
20230103,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2023-01-03,2023-01-09,1
20221227,22021,Caldwell Parish,LA,0.00,100.00,16.92,0.00,0.00,0.00,2022-12-27,2023-01-02,1
20221220,22021,Caldwell Parish,LA,0.00,100.00,16.92,0.00,0.00,0.00,2022-12-20,2022-12-26,1
20221213,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-12-13,2022-12-19,1
20221206,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-12-06,2022-12-12,1
20221129,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-11-29,2022-12-05,1
20221122,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-11-22,2022-11-28,1
20221115,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-11-15,2022-11-21,1
20221108,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-11-08,2022-11-14,1
20221101,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-11-01,2022-11-07,1
20221025,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-10-25,2022-10-31,1
20221018,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-10-18,2022-10-24,1
20221011,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2022-10-11,2022-10-17,1
20221004,22021,Caldwell Parish,LA,0.06,99.94,0.00,0.00,0.00,0.00,2022-10-04,2022-10-10,1
20220927,22021,Caldwell Parish,LA,0.25,99.75,0.00,0.00,0.00,0.00,2022-09-27,2022-10-03,1
20220920,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-09-20,2022-09-26,1
20220913,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-09-13,2022-09-19,1
20220906,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-09-06,2022-09-12,1
20220830,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-30,2022-09-05,1
20220823,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-23,2022-08-29,1
20220816,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2022-08-16,2022-08-22,1
20220809,22021,Caldwell Parish,LA,0.00,100.00,18.33,0.00,0.00,0.00,2022-08-09,2022-08-15,1
20220802,22021,Caldwell Parish,LA,0.00,100.00,87.93,0.00,0.00,0.00,2022-08-02,2022-08-08,1
20220726,22021,Caldwell Parish,LA,0.00,100.00,87.93,0.00,0.00,0.00,2022-07-26,2022-08-01,1
20220719,22021,Caldwell Parish,LA,0.00,100.00,38.62,0.00,0.00,0.00,2022-07-19,2022-07-25,1
20220712,22021,Caldwell Parish,LA,0.00,100.00,38.62,0.00,0.00,0.00,2022-07-12,2022-07-18,1
20220705,22021,Caldwell Parish,LA,0.00,100.00,38.62,0.00,0.00,0.00,2022-07-05,2022-07-11,1
20220628,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2022-06-28,2022-07-04,1
20220621,22021,Caldwell Parish,LA,8.69,91.31,0.00,0.00,0.00,0.00,2022-06-21,2022-06-27,1
20220614,22021,Caldwell Parish,LA,12.38,87.62,0.00,0.00,0.00,0.00,2022-06-14,2022-06-20,1
20220607,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-07,2022-06-13,1
20220531,22021,Caldwell Parish,LA,99.86,0.14,0.00,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220524,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220517,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220510,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220503,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220426,22021,Caldwell Parish,LA,99.37,0.63,0.00,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220419,22021,Caldwell Parish,LA,99.37,0.63,0.00,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220412,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2022-04-12,2022-04-18,1
20220405,22021,Caldwell Parish,LA,0.00,100.00,85.75,0.00,0.00,0.00,2022-04-05,2022-04-11,1
20220329,22021,Caldwell Parish,LA,0.00,100.00,100.00,0.00,0.00,0.00,2022-03-29,2022-04-04,1
20220322,22021,Caldwell Parish,LA,0.00,100.00,100.00,49.55,0.00,0.00,2022-03-22,2022-03-28,1
20220315,22021,Caldwell Parish,LA,0.00,100.00,100.00,49.55,0.00,0.00,2022-03-15,2022-03-21,1
20220308,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2022-03-08,2022-03-14,1
20220301,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2022-03-01,2022-03-07,1
20220222,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2022-02-22,2022-02-28,1
20220215,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2022-02-15,2022-02-21,1
20220208,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2022-02-08,2022-02-14,1
20220201,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2022-02-01,2022-02-07,1
20220125,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2022-01-25,2022-01-31,1
20220118,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,35.08,0.00,2022-01-18,2022-01-24,1
20220111,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,35.08,0.00,2022-01-11,2022-01-17,1
20220104,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,100.00,0.00,2022-01-04,2022-01-10,1
20211228,22021,Caldwell Parish,LA,0.00,100.00,100.00,100.00,0.00,0.00,2021-12-28,2022-01-03,1
20211221,22021,Caldwell Parish,LA,0.00,100.00,100.00,2.83,0.00,0.00,2021-12-21,2021-12-27,1
20211214,22021,Caldwell Parish,LA,0.00,100.00,100.00,2.83,0.00,0.00,2021-12-14,2021-12-20,1
20211207,22021,Caldwell Parish,LA,0.00,100.00,100.00,2.83,0.00,0.00,2021-12-07,2021-12-13,1
20211130,22021,Caldwell Parish,LA,0.00,100.00,100.00,2.83,0.00,0.00,2021-11-30,2021-12-06,1
20211123,22021,Caldwell Parish,LA,0.00,100.00,64.75,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211116,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211109,22021,Caldwell Parish,LA,0.00,100.00,0.00,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211102,22021,Caldwell Parish,LA,85.37,14.63,0.00,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211026,22021,Caldwell Parish,LA,85.37,14.63,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211019,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211012,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211005,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20210928,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210921,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210914,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210907,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210831,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210824,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210817,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210810,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210803,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210727,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210720,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210713,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210706,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210629,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210622,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210615,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210608,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210601,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210525,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210518,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210511,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210504,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210427,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210420,22021,Caldwell Parish,LA,32.36,67.64,0.00,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210413,22021,Caldwell Parish,LA,0.00,100.00,26.43,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210406,22021,Caldwell Parish,LA,0.00,100.00,26.43,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210330,22021,Caldwell Parish,LA,0.00,100.00,26.43,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210323,22021,Caldwell Parish,LA,0.00,100.00,26.40,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210316,22021,Caldwell Parish,LA,0.00,100.00,26.40,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210309,22021,Caldwell Parish,LA,8.07,91.93,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210302,22021,Caldwell Parish,LA,8.07,91.93,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210223,22021,Caldwell Parish,LA,8.07,91.93,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210216,22021,Caldwell Parish,LA,8.07,91.93,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210209,22021,Caldwell Parish,LA,8.07,91.93,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210202,22021,Caldwell Parish,LA,8.07,91.93,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210126,22021,Caldwell Parish,LA,98.30,1.70,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210119,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210112,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210105,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20201229,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201222,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201215,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,1
20201208,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,1
20201201,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,1
20201124,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,1
20201117,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,1
20201110,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-10,2020-11-16,1
20201103,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-03,2020-11-09,1
20201027,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-27,2020-11-02,1
20201020,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-20,2020-10-26,1
20201013,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-13,2020-10-19,1
20201006,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-06,2020-10-12,1
20200929,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,1
20200922,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,1
20200915,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,1
20200908,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,1
20200901,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,1
20200825,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200818,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200811,22021,Caldwell Parish,LA,99.67,0.33,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200804,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200728,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,1
20200721,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,1
20200707,22021,Caldwell Parish,LA,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,1
